Category,Language,Aspect_Adj,Count
PostDoc,German,diskussion___flach,1
PostDoc,German,diskussion___gelaufen,1
PostDoc,German,diskussion___gerückt,1
PostDoc,German,diskussion___gespannt,1
PostDoc,German,diskussion___hoffentlich,1
PostDoc,German,diskussion___kritisiert,1
PostDoc,German,diskussion___krass,1
PostDoc,German,diskussion___journalistisch,1
PostDoc,German,diskussion___irr,1
PostDoc,German,diskussion___intern,1
PostDoc,German,diskussion___homogen,1
PostDoc,German,diskussion___hessisch,1
PostDoc,German,diskussion___gestrig,1
PostDoc,German,diskussion___heiß,1
PostDoc,German,diskussion___grundsätzlich,1
PostDoc,German,diskussion___großartig,1
PostDoc,German,diskussion___grob,1
PostDoc,German,diskussion___grandios,1
PostDoc,German,diskussion___global,1
PostDoc,German,drittmittel___projektbezogen,1
PostDoc,German,drittmittel___promotionsbegleitend,1
PostDoc,German,drittmittel___promotionsstell,1
PostDoc,German,druck___zusätzlich,1
PostDoc,German,entfristung___besonder,1
PostDoc,German,entfristung___beschäftigt,1
PostDoc,German,entfristung___beruflich,1
PostDoc,German,entfristung___befristungsquot,1
PostDoc,German,entfristung___befristungsmöglichkeit,1
PostDoc,German,entfristung___bachelorarbeit,1
PostDoc,German,entfristung___aussichtsreich,1
PostDoc,German,entfristung___ausschließlich,1
PostDoc,German,entfristung___ausreichend,1
PostDoc,German,entfristung___argumentativ,1
PostDoc,German,entfristung___angeblich,1
PostDoc,German,entfristung___aktuell,1
PostDoc,German,entfristung___absurd,1
PostDoc,German,druck___übrig,1
PostDoc,German,druck___ökonomisch,1
PostDoc,German,entfristung___blühend,1
PostDoc,German,entfristung___breit,1
PostDoc,German,entfristung___bürokratisch,1
PostDoc,German,entfristung___erfahren,1
PostDoc,German,entfristung___forschungsgruppenleitend,1
PostDoc,German,entfristung___finanziell,1
PostDoc,German,entfristung___festgelegt,1
PostDoc,German,entfristung___fatal,1
PostDoc,German,entfristung___fassungslos,1
PostDoc,German,entfristung___fair,1
PostDoc,German,entfristung___entworfen,1
PostDoc,German,entfristung___dauerhaft,1
PostDoc,German,entfristung___entfristet,1
PostDoc,German,entfristung___elend,1
PostDoc,German,entfristung___drittmittelbeschäftigt,1
PostDoc,German,entfristung___drittmittelanträg,1
PostDoc,German,entfristung___dreiwöchig,1
PostDoc,German,entfristung___dauerstell,1
PostDoc,German,druck___äußer,1
PostDoc,German,druck___zurueckzukehr,1
PostDoc,German,entfristung___freiwillig,1
PostDoc,German,druck___zunehmend,1
PostDoc,German,druck___umgekehrt,1
PostDoc,German,druck___tweet,1
PostDoc,German,druck___tenur,1
PostDoc,German,druck___temporär,1
PostDoc,German,druck___super,1
PostDoc,German,druck___suggeriert,1
PostDoc,German,druck___stressig,1
PostDoc,German,druck___statusgrupp,1
PostDoc,German,druck___stark,1
PostDoc,German,druck___spürbar,1
PostDoc,German,druck___spannend,1
PostDoc,German,druck___sozial,1
PostDoc,German,druck___sehend,1
PostDoc,German,druck___schwierig,1
PostDoc,German,druck___schwedisch,1
PostDoc,German,druck___unattraktiv,1
PostDoc,German,druck___unbefristet,1
PostDoc,German,druck___ungesund,1
PostDoc,German,druck___verständlich,1
PostDoc,German,druck___zugesichert,1
PostDoc,German,druck___wissenschaftspolitisch,1
PostDoc,German,druck___wissenschaftlich,1
PostDoc,German,druck___wirksam,1
PostDoc,German,druck___wichtig,1
PostDoc,German,druck___wertvoll,1
PostDoc,German,druck___verspürt,1
PostDoc,German,druck___ungewissheit,1
PostDoc,German,druck___verlockend,1
PostDoc,German,druck___verkürzt,1
PostDoc,German,druck___unzählig,1
PostDoc,German,druck___unsinnig,1
PostDoc,German,druck___unsichtbar,1
PostDoc,German,druck___unmittelbar,1
PostDoc,German,entfristung___frei,1
PostDoc,German,entfristung___früh,1
PostDoc,German,druck___schnell,1
PostDoc,German,entfristung___prekär,1
PostDoc,German,entfristung___schwach,1
PostDoc,German,entfristung___schuld,1
PostDoc,German,entfristung___schlimm,1
PostDoc,German,entfristung___rhetorisch,1
PostDoc,German,entfristung___renteneintrittsalt,1
PostDoc,German,entfristung___rentenanwartschaft,1
PostDoc,German,entfristung___reformiert,1
PostDoc,German,entfristung___ratsstell,1
PostDoc,German,entfristung___pur,1
PostDoc,German,entfristung___punktuell,1
PostDoc,German,entfristung___präventiv,1
PostDoc,German,entfristung___promoviert,1
PostDoc,German,entfristung___promovierend,1
PostDoc,German,entfristung___promotionsstell,1
PostDoc,German,entfristung___privilegiert,1
PostDoc,German,entfristung___selbstgewählt,1
PostDoc,German,entfristung___selten,1
PostDoc,German,entfristung___sichtbar,1
PostDoc,German,entfristung___unseelig,1
PostDoc,German,entfristung___weltweit,1
PostDoc,German,entfristung___vertragslaufzeit,1
PostDoc,German,entfristung___verlässlich,1
PostDoc,German,entfristung___verlernen,1
PostDoc,German,entfristung___unterschiedlich,1
PostDoc,German,entfristung___unsicher,1
PostDoc,German,entfristung___unrealistisch,1
PostDoc,German,entfristung___sittenwidrig,1
PostDoc,German,entfristung___unprofitabel,1
PostDoc,German,entfristung___unpolitisch,1
PostDoc,German,entfristung___unendlich,1
PostDoc,German,entfristung___tatsächlich,1
PostDoc,German,entfristung___strukturell,1
PostDoc,German,entfristung___sonderbefristungsrecht,1
PostDoc,German,entfristung___primär,1
PostDoc,German,entfristung___postdocstell,1
PostDoc,German,entfristung___frühzeitig,1
PostDoc,German,entfristung___politisch,1
PostDoc,German,entfristung___ineffizient,1
PostDoc,German,entfristung___hübsch,1
PostDoc,German,entfristung___hoch,1
PostDoc,German,entfristung___hellseherisch,1
PostDoc,German,entfristung___haushaltsstell,1
PostDoc,German,entfristung___grundsätzlich,1
PostDoc,German,entfristung___grundlegend,1
PostDoc,German,entfristung___grob,1
PostDoc,German,entfristung___gesamt,1
PostDoc,German,entfristung___geprägt,1
PostDoc,German,entfristung___gependelt,1
PostDoc,German,entfristung___gepackt,1
PostDoc,German,entfristung___gekündigt,1
PostDoc,German,entfristung___geeignet,1
PostDoc,German,entfristung___fundamental,1
PostDoc,German,entfristung___innovationsfeindlich,1
PostDoc,German,entfristung___innovativ,1
PostDoc,German,entfristung___jenig,1
PostDoc,German,entfristung___lehrbeauftragt,1
PostDoc,German,entfristung___persönlich,1
PostDoc,German,entfristung___nötig,1
PostDoc,German,entfristung___nett,1
PostDoc,German,entfristung___mobil,1
PostDoc,German,entfristung___messbar,1
PostDoc,German,entfristung___massig,1
PostDoc,German,entfristung___laut,1
PostDoc,German,entfristung___jeweilig,1
PostDoc,German,entfristung___langweilig,1
PostDoc,German,entfristung___kurz,1
PostDoc,German,entfristung___krass,1
PostDoc,German,entfristung___kostenneutral,1
PostDoc,German,entfristung___kontextbefreit,1
PostDoc,German,entfristung___junioprofessur,1
PostDoc,German,druck___schuld,1
PostDoc,German,druck___ruiniert,1
PostDoc,German,drittmittel___richtig,1
PostDoc,German,drittmittel___verbleibend,1
PostDoc,German,drittmittel___überwiegend,1
PostDoc,German,drittmittel___ökologisch,1
PostDoc,German,drittmittel___öffentlich,1
PostDoc,German,drittmittel___zweit,1
PostDoc,German,drittmittel___zusätzlich,1
PostDoc,German,drittmittel___zusaetzlich,1
PostDoc,German,drittmittel___zeitintensiv,1
PostDoc,German,drittmittel___wütend,1
PostDoc,German,drittmittel___wissenschaftl,1
PostDoc,German,drittmittel___wert,1
PostDoc,German,drittmittel___weltraumprojekt,1
PostDoc,German,drittmittel___weltoffen,1
PostDoc,German,drittmittel___wegfallend,1
PostDoc,German,drittmittel___verunsichert,1
PostDoc,German,drittmittel___vertraglich,1
PostDoc,German,drittmittel___üblich,1
PostDoc,German,druck___akademisch,1
PostDoc,German,druck___alternativ,1
PostDoc,German,druck___beliebig,1
PostDoc,German,druck___demokratisch,1
PostDoc,German,druck___deformiert,1
PostDoc,German,druck___dankbar,1
PostDoc,German,druck___blockierend,1
PostDoc,German,druck___bezahlt,1
PostDoc,German,druck___bestmöglich,1
PostDoc,German,druck___befristungsrahmen,1
PostDoc,German,druck___anstrengend,1
PostDoc,German,druck___befristungsdau,1
PostDoc,German,druck___befristet,1
PostDoc,German,druck___ausschließend,1
PostDoc,German,druck___aufrecht,1
PostDoc,German,druck___aufhörend,1
PostDoc,German,druck___attraktiv,1
PostDoc,German,drittmittel___verhalten,1
PostDoc,German,drittmittel___vakant,1
PostDoc,German,druck___deutsch,1
PostDoc,German,drittmittel___unüblich,1
PostDoc,German,drittmittel___stellschraub,1
PostDoc,German,drittmittel___steigend,1
PostDoc,German,drittmittel___sprachlos,1
PostDoc,German,drittmittel___spannend,1
PostDoc,German,drittmittel___solide,1
PostDoc,German,drittmittel___sinnvoll,1
PostDoc,German,drittmittel___siebenstellig,1
PostDoc,German,drittmittel___sicher,1
PostDoc,German,drittmittel___semesterwochenstund,1
PostDoc,German,drittmittel___schwer,1
PostDoc,German,drittmittel___schwach,1
PostDoc,German,drittmittel___schnelllebig,1
PostDoc,German,drittmittel___schlecht,1
PostDoc,German,drittmittel___schlagend,1
PostDoc,German,drittmittel___ruhig,1
PostDoc,German,drittmittel___stromlinenförmig,1
PostDoc,German,drittmittel___strukturell,1
PostDoc,German,drittmittel___studierend,1
PostDoc,German,drittmittel___unfassbar,1
PostDoc,German,drittmittel___unverständlich,1
PostDoc,German,drittmittel___unsinnig,1
PostDoc,German,drittmittel___unnötig,1
PostDoc,German,drittmittel___unkündbarkeit,1
PostDoc,German,drittmittel___unklar,1
PostDoc,German,drittmittel___ungeeignet,1
PostDoc,German,drittmittel___unerträglich,1
PostDoc,German,drittmittel___super,1
PostDoc,German,drittmittel___traurig,1
PostDoc,German,drittmittel___transferierbar,1
PostDoc,German,drittmittel___tragend,1
PostDoc,German,drittmittel___theoretisch,1
PostDoc,German,drittmittel___themengarant,1
PostDoc,German,drittmittel___temporär,1
PostDoc,German,druck___deprimierend,1
PostDoc,German,druck___diversitaet,1
PostDoc,German,druck___resultiert,1
PostDoc,German,druck___knapp,1
PostDoc,German,druck___nahend,1
PostDoc,German,druck___nachwuchsforsch,1
PostDoc,German,druck___mobil,1
PostDoc,German,druck___melken,1
PostDoc,German,druck___magisch,1
PostDoc,German,druck___lieb,1
PostDoc,German,druck___leistungsorientiert,1
PostDoc,German,druck___leid,1
PostDoc,German,druck___legal,1
PostDoc,German,druck___lauwarm,1
PostDoc,German,druck___kurz,1
PostDoc,German,druck___kreativ,1
PostDoc,German,druck___kontraproduktiv,1
PostDoc,German,druck___konstant,1
PostDoc,German,druck___kommend,1
PostDoc,German,druck___neu,1
PostDoc,German,druck___normal,1
PostDoc,German,druck___not,1
PostDoc,German,druck___projektbezogen,1
PostDoc,German,druck___reif,1
PostDoc,German,druck___rechtlich,1
PostDoc,German,druck___realitätsfern,1
PostDoc,German,druck___real,1
PostDoc,German,druck___rasend,1
PostDoc,German,druck___psychisch,1
PostDoc,German,druck___privat,1
PostDoc,German,druck___novelliert,1
PostDoc,German,druck___prekär,1
PostDoc,German,druck___postprekär,1
PostDoc,German,druck___positiv,1
PostDoc,German,druck___polit,1
PostDoc,German,druck___permanent,1
PostDoc,German,druck___nächst,1
PostDoc,German,druck___kohärent,1
PostDoc,German,druck___kaputt,1
PostDoc,German,druck___drohend,1
PostDoc,German,druck___intrinsisch,1
PostDoc,German,druck___furchtbar,1
PostDoc,German,druck___frisch,1
PostDoc,German,druck___forschend,1
PostDoc,German,druck___festangestellt,1
PostDoc,German,druck___fest,1
PostDoc,German,druck___fatal,1
PostDoc,German,druck___extrem,1
PostDoc,German,druck___evaluationswettbewerb,1
PostDoc,German,druck___erstverträge,1
PostDoc,German,druck___ernsthaft,1
PostDoc,German,druck___erhöht,1
PostDoc,German,druck___erfolgreich,1
PostDoc,German,druck___entfristet,1
PostDoc,German,druck___echt,1
PostDoc,German,druck___dysfunktional,1
PostDoc,German,druck___fürchterlich,1
PostDoc,German,druck___geeignet,1
PostDoc,German,druck___geraet,1
PostDoc,German,druck___gut,1
PostDoc,German,druck___informiert,1
PostDoc,German,druck___ideal,1
PostDoc,German,druck___hoch,1
PostDoc,German,druck___hervorragend,1
PostDoc,German,druck___hart,1
PostDoc,German,druck___halbtägig,1
PostDoc,German,druck___grundsätzlich,1
PostDoc,German,druck___gespannt,1
PostDoc,German,druck___gnadenlos,1
PostDoc,German,druck___gezielt,1
PostDoc,German,druck___gewinnorientiert,1
PostDoc,German,druck___gewerkschaftlich,1
PostDoc,German,druck___gewachsen,1
PostDoc,German,druck___gesund,1
PostDoc,German,familie___offen,1
PostDoc,German,familie___perfekt,1
PostDoc,German,familie___permanent,1
PostDoc,German,forschung___zentral,1
PostDoc,German,forschung___wählend,1
PostDoc,German,forschung___wunderbar,1
PostDoc,German,forschung___wohlmöglich,1
PostDoc,German,forschung___wisszvg,1
PostDoc,German,forschung___wissztvg,1
PostDoc,German,forschung___wissenssoziologisch,1
PostDoc,German,forschung___wissbegier,1
PostDoc,German,forschung___wiederholt,1
PostDoc,German,forschung___widersprüchlich,1
PostDoc,German,forschung___widersinnig,1
PostDoc,German,forschung___wert,1
PostDoc,German,forschung___weltweit,1
PostDoc,German,forschung___weltraumprojekt,1
PostDoc,German,forschung___weiß,1
PostDoc,German,forschung___weis,1
PostDoc,German,forschung___yogalehr,1
PostDoc,German,forschung___zivilisatorisch,1
PostDoc,German,forschung___lebenslang,1
PostDoc,German,forschung___zombifiziert,1
PostDoc,German,frage___angebracht,1
PostDoc,German,frage___alt,1
PostDoc,German,frage___algorithmisch,1
PostDoc,German,frage___akademisch,1
PostDoc,German,frage___absichtlich,1
PostDoc,German,forschung___überwältigend,1
PostDoc,German,forschung___überlegen,1
PostDoc,German,forschung___überführbar,1
PostDoc,German,forschung___überarbeitet,1
PostDoc,German,forschung___ärztlich,1
PostDoc,German,forschung___zuträglich,1
PostDoc,German,forschung___zukunftsängst,1
PostDoc,German,forschung___zugänglich,1
PostDoc,German,forschung___zugespitzt,1
PostDoc,German,forschung___zugegeben,1
PostDoc,German,forschung___weiblich,1
PostDoc,German,forschung___wahrscheinlich,1
PostDoc,German,forschung___wahlkreisverantwortlich,1
PostDoc,German,forschung___vortragend,1
PostDoc,German,forschung___ursprünglich,1
PostDoc,German,forschung___unzählig,1
PostDoc,German,forschung___ununterbrochen,1
PostDoc,German,forschung___unumgänglich,1
PostDoc,German,forschung___unterstützend,1
PostDoc,German,forschung___unternehmerisch,1
PostDoc,German,forschung___unterfinanziert,1
PostDoc,German,forschung___unqualifiziert,1
PostDoc,German,forschung___unnütz,1
PostDoc,German,forschung___unmenschlich,1
PostDoc,German,forschung___unkonventionell,1
PostDoc,German,forschung___unglücklich,1
PostDoc,German,forschung___unglaublich,1
PostDoc,German,forschung___ungewiß,1
PostDoc,German,forschung___ungestört,1
PostDoc,German,forschung___userexperiment,1
PostDoc,German,forschung___veraltet,1
PostDoc,German,forschung___veratwortlich,1
PostDoc,German,forschung___verstopft,1
PostDoc,German,forschung___vorhersehbar,1
PostDoc,German,forschung___vollgültig,1
PostDoc,German,forschung___vierstellig,1
PostDoc,German,forschung___verzweifelt,1
PostDoc,German,forschung___verwunderlich,1
PostDoc,German,forschung___verträglich,1
PostDoc,German,forschung___verschmerzb,1
PostDoc,German,forschung___verbeamtet,1
PostDoc,German,forschung___verloren,1
PostDoc,German,forschung___verheerend,1
PostDoc,German,forschung___vergeblich,1
PostDoc,German,forschung___verfassen,1
PostDoc,German,forschung___verdient,1
PostDoc,German,forschung___verbleibend,1
PostDoc,German,frage___angeschaut,1
PostDoc,German,frage___anständig,1
PostDoc,German,frage___arbeitsrechtl,1
PostDoc,German,frage___dringend,1
PostDoc,German,frage___ethisch,1
PostDoc,German,frage___erwähnt,1
PostDoc,German,frage___erpresst,1
PostDoc,German,frage___erfolgreich,1
PostDoc,German,frage___erarbeitet,1
PostDoc,German,frage___entwickelt,1
PostDoc,German,frage___entscheidend,1
PostDoc,German,frage___entlohnt,1
PostDoc,German,frage___entfristungsgründ,1
PostDoc,German,frage___entfristet,1
PostDoc,German,frage___emotional,1
PostDoc,German,frage___elternschaft,1
PostDoc,German,frage___einzeln,1
PostDoc,German,frage___eindrücklich,1
PostDoc,German,frage___ehrlich,1
PostDoc,German,frage___exakt,1
PostDoc,German,frage___extrem,1
PostDoc,German,frage___fachlich,1
PostDoc,German,frage___geleistet,1
PostDoc,German,frage___gestrickt,1
PostDoc,German,frage___gesteuert,1
PostDoc,German,frage___gestellt,1
PostDoc,German,frage___geschlossen,1
PostDoc,German,frage___gepimt,1
PostDoc,German,frage___gemeint,1
PostDoc,German,frage___gefreut,1
PostDoc,German,frage___fern,1
PostDoc,German,frage___gatekeep,1
PostDoc,German,frage___fähig,1
PostDoc,German,frage___frühzeitig,1
PostDoc,German,frage___freundlich,1
PostDoc,German,frage___fokussiert,1
PostDoc,German,frage___finanziell,1
PostDoc,German,frage___drittmittelprojekt,1
PostDoc,German,frage___dominant,1
PostDoc,German,frage___arbeitssklav,1
PostDoc,German,frage___diskutiert,1
PostDoc,German,frage___belohnt,1
PostDoc,German,frage___beliebt,1
PostDoc,German,frage___belastend,1
PostDoc,German,frage___beibringt,1
PostDoc,German,frage___begehrt,1
PostDoc,German,frage___befristungsquot,1
PostDoc,German,frage___beanwortungsbedürftig,1
PostDoc,German,frage___außeruniversitär,1
PostDoc,German,frage___automatisch,1
PostDoc,German,frage___ausreichend,1
PostDoc,German,frage___ausländisch,1
PostDoc,German,frage___ausführlich,1
PostDoc,German,frage___aufmerksam,1
PostDoc,German,frage___aufgemischt,1
PostDoc,German,frage___attraktiv,1
PostDoc,German,frage___berechtigt,1
PostDoc,German,frage___berliner,1
PostDoc,German,frage___berufsbegleitend,1
PostDoc,German,frage___desillusioniert,1
PostDoc,German,frage___diskursiv,1
PostDoc,German,frage___digital,1
PostDoc,German,frage___didaktisch,1
PostDoc,German,frage___deutschsprachig,1
PostDoc,German,frage___deutschalnd,1
PostDoc,German,frage___deutlich,1
PostDoc,German,frage___dauerstell,1
PostDoc,German,frage___beruhigend,1
PostDoc,German,frage___dauerhaft,1
PostDoc,German,frage___breit,1
PostDoc,German,frage___biologisch,1
PostDoc,German,frage___bezahlt,1
PostDoc,German,frage___bestehend,1
PostDoc,German,frage___beschäftigt,1
PostDoc,German,forschung___ungeeignet,1
PostDoc,German,forschung___unfähig,1
PostDoc,German,forschung___unerreichbar,1
PostDoc,German,forschung___nebeneffekt,1
PostDoc,German,forschung___podcastfolge,1
PostDoc,German,forschung___plakativ,1
PostDoc,German,forschung___originell,1
PostDoc,German,forschung___ordner,1
PostDoc,German,forschung___ordentlich,1
PostDoc,German,forschung___okay,1
PostDoc,German,forschung___offiziell,1
PostDoc,German,forschung___nützlich,1
PostDoc,German,forschung___nötig,1
PostDoc,German,forschung___null,1
PostDoc,German,forschung___niederländisch,1
PostDoc,German,forschung___newslett,1
PostDoc,German,forschung___neugierd,1
PostDoc,German,forschung___neuartig,1
PostDoc,German,forschung___neu,1
PostDoc,German,forschung___politisch,1
PostDoc,German,forschung___positiv,1
PostDoc,German,forschung___postdocphase,1
PostDoc,German,forschung___produktiv,1
PostDoc,German,forschung___purpos,1
PostDoc,German,forschung___pur,1
PostDoc,German,forschung___punkt,1
PostDoc,German,forschung___publizierbar,1
PostDoc,German,forschung___prominent,1
PostDoc,German,forschung___projektgebunden,1
PostDoc,German,forschung___privilegiert,1
PostDoc,German,forschung___postdocstell,1
PostDoc,German,forschung___prima,1
PostDoc,German,forschung___prestigeträchtig,1
PostDoc,German,forschung___praktisch,1
PostDoc,German,forschung___pragmatisch,1
PostDoc,German,forschung___potentiell,1
PostDoc,German,forschung___postdoktoral,1
PostDoc,German,forschung___neigend,1
PostDoc,German,forschung___naturwissenschaftlich,1
PostDoc,German,forschung___qualifiziert,1
PostDoc,German,forschung___naturgemäß,1
PostDoc,German,forschung___mau,1
PostDoc,German,forschung___mathematisch,1
PostDoc,German,forschung___massnahm,1
PostDoc,German,forschung___massenhaft,1
PostDoc,German,forschung___marginalisiert,1
PostDoc,German,forschung___lächerlich,1
PostDoc,German,forschung___link,1
PostDoc,German,forschung___lesenswert,1
PostDoc,German,forschung___leitend,1
PostDoc,German,forschung___leistungsstark,1
PostDoc,German,forschung___leidenschaftlich,1
PostDoc,German,forschung___leid,1
PostDoc,German,forschung___leicht,1
PostDoc,German,forschung___lehrknecht,1
PostDoc,German,forschung___legal,1
PostDoc,German,forschung___mehrfach,1
PostDoc,German,forschung___messbar,1
PostDoc,German,forschung___metrik,1
PostDoc,German,forschung___moralisch,1
PostDoc,German,forschung___national,1
PostDoc,German,forschung___nachvollziehbar,1
PostDoc,German,forschung___müde,1
PostDoc,German,forschung___mär,1
PostDoc,German,forschung___musikpädagogisch,1
PostDoc,German,forschung___motiviert,1
PostDoc,German,forschung___momentan,1
PostDoc,German,forschung___migrän,1
PostDoc,German,forschung___mobil,1
PostDoc,German,forschung___mittelmäßig,1
PostDoc,German,forschung___mitteldeutsch,1
PostDoc,German,forschung___mittelalt,1
PostDoc,German,forschung___missständ,1
PostDoc,German,forschung___militärisch,1
PostDoc,German,forschung___qualifikationsmassnahm,1
PostDoc,German,forschung___quantitativ,1
PostDoc,German,forschung___unendlich,1
PostDoc,German,forschung___sogenannt,1
PostDoc,German,forschung___teilzeitstell,1
PostDoc,German,forschung___technologisch,1
PostDoc,German,forschung___tatsächlich,1
PostDoc,German,forschung___tasächlich,1
PostDoc,German,forschung___systemisch,1
PostDoc,German,forschung___studiengäng,1
PostDoc,German,forschung___stressbedingt,1
PostDoc,German,forschung___stellschraub,1
PostDoc,German,forschung___stellentechnisch,1
PostDoc,German,forschung___steinig,1
PostDoc,German,forschung___stabil,1
PostDoc,German,forschung___spürbar,1
PostDoc,German,forschung___spät,1
PostDoc,German,forschung___spitz,1
PostDoc,German,forschung___speziell,1
PostDoc,German,forschung___teizeitstell,1
PostDoc,German,forschung___temporeich,1
PostDoc,German,forschung___temporär,1
PostDoc,German,forschung___täglich,1
PostDoc,German,forschung___uncontrollabl,1
PostDoc,German,forschung___unbekannt,1
PostDoc,German,forschung___unattraktiv,1
PostDoc,German,forschung___unambitioniert,1
PostDoc,German,forschung___umgekehrt,1
PostDoc,German,forschung___umfangreich,1
PostDoc,German,forschung___typisch,1
PostDoc,German,forschung___tief,1
PostDoc,German,forschung___twittern,1
PostDoc,German,forschung___twitter,1
PostDoc,German,forschung___troll,1
PostDoc,German,forschung___totunglücklich,1
PostDoc,German,forschung___timlin,1
PostDoc,German,forschung___tiefgreifend,1
PostDoc,German,forschung___solidarisch,1
PostDoc,German,forschung___softwareentwickl,1
PostDoc,German,forschung___quick,1
PostDoc,German,forschung___skeptisch,1
PostDoc,German,forschung___rumpopeln,1
PostDoc,German,forschung___risikoreich,1
PostDoc,German,forschung___respektlos,1
PostDoc,German,forschung___rein,1
PostDoc,German,forschung___reichweit,1
PostDoc,German,forschung___reformieren,1
PostDoc,German,forschung___reflexiv,1
PostDoc,German,forschung___recht,1
PostDoc,German,forschung___realistisch,1
PostDoc,German,forschung___realisiert,1
PostDoc,German,forschung___realexistierend,1
PostDoc,German,forschung___rausgehauen,1
PostDoc,German,forschung___ranzuhaeng,1
PostDoc,German,forschung___rant,1
PostDoc,German,forschung___radikal,1
PostDoc,German,forschung___rund,1
PostDoc,German,forschung___sachgrundlos,1
PostDoc,German,forschung___schief,1
PostDoc,German,forschung___schwurbel,1
PostDoc,German,forschung___sicher,1
PostDoc,German,forschung___sesshaft,1
PostDoc,German,forschung___seltsam,1
PostDoc,German,forschung___selbständig,1
PostDoc,German,forschung___selbstgewählt,1
PostDoc,German,forschung___schädlich,1
PostDoc,German,forschung___schwerstarbeit,1
PostDoc,German,forschung___schlau,1
PostDoc,German,forschung___schweizer,1
PostDoc,German,forschung___schwedisch,1
PostDoc,German,forschung___schwach,1
PostDoc,German,forschung___schuld,1
PostDoc,German,forschung___schreiend,1
PostDoc,German,forschung___schlimm,1
PostDoc,German,frage___gestrig,1
PostDoc,German,frage___gewerkschaftlich,1
PostDoc,German,frage___gezielt,1
PostDoc,German,frau___prekär,1
PostDoc,German,frau___unfair,1
PostDoc,German,frau___täterprof,1
PostDoc,German,frau___transparent,1
PostDoc,German,frau___toll,1
PostDoc,German,frau___ständig,1
PostDoc,German,frau___studienanfänger,1
PostDoc,German,frau___spitzenkarrieren,1
PostDoc,German,frau___sexistisch,1
PostDoc,German,frau___selbstverständlich,1
PostDoc,German,frau___schwach,1
PostDoc,German,frau___schlimm,1
PostDoc,German,frau___schlecht,1
PostDoc,German,frau___richtig,1
PostDoc,German,frau___regelmäßig,1
PostDoc,German,frau___rassistisch,1
PostDoc,German,frau___unnötig,1
PostDoc,German,frau___unsichtbar,1
PostDoc,German,frau___verschieden,1
PostDoc,German,frau___wunderbar,1
PostDoc,German,gedanke___angelsächsisch,1
PostDoc,German,gedanke___alt,1
PostDoc,German,gedanke___aktiv,1
PostDoc,German,frau___öffentlich,1
PostDoc,German,frau___zusätzlich,1
PostDoc,German,frau___wütend,1
PostDoc,German,frau___wert,1
PostDoc,German,frau___verstärkt,1
PostDoc,German,frau___weiblich,1
PostDoc,German,frau___wahrscheinlich,1
PostDoc,German,frau___wahrhaftig,1
PostDoc,German,frau___vorallem,1
PostDoc,German,frau___vonseit,1
PostDoc,German,frau___vertragslaufzeit,1
PostDoc,German,frau___promoviert,1
PostDoc,German,frau___potenzial,1
PostDoc,German,gedanke___ausreichend,1
PostDoc,German,frau___politisch,1
PostDoc,German,frau___groß,1
PostDoc,German,frau___gewusst,1
PostDoc,German,frau___gering,1
PostDoc,German,frau___gerecht,1
PostDoc,German,frau___gendergerecht,1
PostDoc,German,frau___gelöscht,1
PostDoc,German,frau___gekniffen,1
PostDoc,German,frau___gegenwärtig,1
PostDoc,German,frau___fröhlich,1
PostDoc,German,frau___fest,1
PostDoc,German,frau___erschreckend,1
PostDoc,German,frau___erfolgreich,1
PostDoc,German,frau___empirisch,1
PostDoc,German,frau___drohend,1
PostDoc,German,frau___drei,1
PostDoc,German,frau___großartig,1
PostDoc,German,frau___gut,1
PostDoc,German,frau___gutvernetzt,1
PostDoc,German,frau___lang,1
PostDoc,German,frau___nächst,1
PostDoc,German,frau___naturwissenschaft,1
PostDoc,German,frau___migrationsgeschicht,1
PostDoc,German,frau___maximal,1
PostDoc,German,frau___marginalisiert,1
PostDoc,German,frau___lieblingsforschungsthem,1
PostDoc,German,frau___kreativ,1
PostDoc,German,frau___hauptsächlich,1
PostDoc,German,frau___kontrovers,1
PostDoc,German,frau___komplett,1
PostDoc,German,frau___kommentieren,1
PostDoc,German,frau___insb,1
PostDoc,German,frau___hoch,1
PostDoc,German,frau___heterosexuell,1
PostDoc,German,gedanke___arbeitsuchend,1
PostDoc,German,gedanke___außeruniversitär,1
PostDoc,German,frau___dauerstell,1
PostDoc,German,gedanke___intern,1
PostDoc,German,gedanke___nachträglich,1
PostDoc,German,gedanke___münchner,1
PostDoc,German,gedanke___meißner,1
PostDoc,German,gedanke___maximal,1
PostDoc,German,gedanke___link,1
PostDoc,German,gedanke___lieb,1
PostDoc,German,gedanke___lesenswert,1
PostDoc,German,gedanke___lecturer,1
PostDoc,German,gedanke___langsam,1
PostDoc,German,gedanke___kurz,1
PostDoc,German,gedanke___krampft,1
PostDoc,German,gedanke___kontinuierlich,1
PostDoc,German,gedanke___konstruktiv,1
PostDoc,German,gedanke___koalitionsverhandl,1
PostDoc,German,gedanke___klug,1
PostDoc,German,gedanke___neidisch,1
PostDoc,German,gedanke___nötig,1
PostDoc,German,gedanke___orwellsch,1
PostDoc,German,gedanke___schade,1
PostDoc,German,gedanke___sehenswert,1
PostDoc,German,gedanke___schön,1
PostDoc,German,gedanke___schwierig,1
PostDoc,German,gedanke___schnell,1
PostDoc,German,gedanke___schlussstrich,1
